Source,Target
48272757747179554068480,61034174848925197920000000
61034174848925197920000000,406342672548486275137536000000
406342672548486275137536000000,1398378373047164966922973347840000
14,46
46,158
158,282
282,790
790,790
790,1074
1074,1434
1434,1434
1434,2154
2154,2154
2154,4314
4314,4314
4314,7170
7170,7170
7170,8634
8634,8634
8634,14370
14370,14370
14370,20712
20712,20712
9,15
15,21
27,33
39,45
57,63
63,69
69,75
77,81
87,93
93,95
95,99
99,105
105,111
111,115
115,117
117,119
119,123
123,129
129,135
135,141
141,143
143,147
147,153
153,155
155,159
159,161
161,165
165,171
171,177
177,183
183,187
187,189
189,195
195,201
201,203
203,207
207,209
209,213
213,215
215,219
219,225
225,235
235,237
237,243
243,245
245,249
249,253
253,255
255,261
261,267
8911,1773289
1773289,1419339691
1419339691,4077957961
4077957961,3475350807391
3475350807391,440515336876021
440515336876021,574539328092938671
574539328092938671,2426698123549677901
2426698123549677901,4971170854788923506051
4971170854788923506051,447301514144395660522501
447301514144395660522501,297982503152489384707421251
13,30
30,72
72,179
179,459
459,1210
1210,3269
3269,9025
9025,25395
25395,72666
72666,211039
211039,621085
621085,1849805
1849805,5569485
5569485,16936433
16936433,51976648
51976648,160871704
160871704,501852192
501852192,1577115560
1577115560,4990359548
4990359548,15892383505
15892383505,50916703436
50916703436,164053673953
164053673953,531398534819
531398534819,1729937336454
1729937336454,5658410545329
39,51
99,111
115,119
147,155
161,171
219,235
243,249
267,275
279,287
287,291
291,295
295,297
297,299
8,16
26,20
20,36
36,26
26,43
43,37
37,54
54,44
44,73
73,56
80,106
106,93
93,140
140,118
118,162
162,161
161,198
198,184
184,257
257,228
228,289
289,301
301,350
350,337
337,440
440,408
408,498
498,521
521,585
585,582
582,734
734,690
690,812
812,867
867,962
962,962
962,1172
1172,1135
1135,1311
1311,1396
1396,1523
1523,1550
1550,1870
1870,1809
1809,2055
10,17
17,14
14,19
22,35
35,28
45,42
42,62
62,52
52,68
68,76
81,117
117,98
98,121
121,136
136,156
156,147
147,196
196,178
178,224
224,236
236,257
257,255
255,340
340,304
304,363
363,382
382,440
440,422
422,526
526,496
496,599
599,606
606,677
677,670
670,845
845,780
780,910
910,934
934,1079
1079,1051
1051,1249
4,48
72,68
68,52
52,20
20,8
8,384
384,768
768,800
800,608
608,340
340,200
200,112
112,48
48,3840
3840,9600
9600,10560
10560,8000
8000,4936
4936,3488
3488,2296
2296,1472
1472,864
864,384
384,46080
46080,138240
138240,157440
157440,119040
119040,77664
77664,57216
57216,42672
42672,30048
30048,21024
21024,14016
14016,8448
8448,3840
3840,645120
645120,2257920
2257920,2634240
2634240,1989120
1989120,1345344
1345344,1016064
1016064,781728
781728,603552
603552,448416
448416,331008
331008,238656
238656,162816
162816,99840
99840,46080
26,268
268,3260
3260,45440
45440,715728
715728,12599904
12599904,245556576
245556576,5253922944
5253922944,122521098240
122521098240,3094444638720
3094444638720,84176712829440
84176712829440,2454268032000000
2454268032000000,76366346304890880
76366346304890880,2526211145770905600
2526211145770905600,88540079644999987200
88540079644999987200,3277778214686614732800
3277778214686614732800,127816199725548928204800
127816199725548928204800,5236837210991185241702400
5236837210991185241702400,224924818493068660850688000
7,16
16,35
35,70
70,127
127,212
212,331
331,490
490,695
695,952
952,1267
1267,1646
1646,2095
2095,2620
2620,3227
3227,3922
3922,4711
4711,5600
5600,6595
6595,7702
7702,8927
8927,10276
10276,11755
11755,13370
13370,15127
15127,17032
17032,19091
19091,21310
21310,23695
23695,26252
26252,28987
28987,31906
31906,35015
35015,38320
38320,41827
41827,45542
45542,49471
49471,53620
53620,57995
57995,62602
62602,67447
67447,72536
72536,77875
77875,83470
192,384
384,384
384,288
288,1920
1920,4800
4800,5120
5120,3840
3840,1536
1536,23040
23040,69120
69120,76800
76800,57600
57600,27648
27648,15360
15360,322560
322560,1128960
1128960,1290240
1290240,967680
967680,516096
516096,322560
322560,184320
184320,5160960
5160960,20643840
20643840,24084480
24084480,18063360
18063360,10321920
10321920,6881280
6881280,4423680
4423680,2580480
2580480,92897280
92897280,418037760
418037760,495452160
495452160,371589120
371589120,222953472
222953472,154828800
154828800,106168320
106168320,69672960
69672960,41287680
28,234
234,2162
2162,21272
21272,218740
218740,2323730
2323730,25314097
25314097,281345096
281345096,3178474308
3178474308,36400646766
36400646766,421693622520
421693622520,4933617241664
8,68
68,550
550,5404
5404,54768
54768,581868
581868,6329407
6329407,70346646
6,35
35,290
290,2714
2714,27524
27524,291073
291073,3166124
3166124,35174903
8,32
32,88
88,192
192,360
360,608
608,832
832,960
960,1040
1040,1112
1112,1212
1212,1332
1332,1456
1456,1580
1580,1704
1704,1828
1828,1952
1952,2076
2076,2200
2200,2324
2324,2448
2448,2572
2572,2696
2696,2820
2820,2944
2944,3068
3068,3192
3192,3316
3316,3440
3440,3564
3564,3688
3688,3812
3812,3936
3936,4060
4060,4184
4184,4308
4308,4432
4432,4556
4556,4680
4680,4804
4804,4928
4928,5052
5052,5176
5176,5300
5300,5424
1248,17216
17216,269568
269568,4732416
4732416,92160000
92160000,1972887552
1972887552,46068203520
46068203520,1165619036160
1165619036160,31774337925120
31774337925120,928516276224000
928516276224000,28959369005629440
28959369005629440,960261079538073600
960261079538073600,33735701275921612800
33735701275921612800,1251834624646683033600
1251834624646683033600,48927351154151522304000
48927351154151522304000,2009139126253980431155200
2009139126253980431155200,86482397103403554570240000
10,18
18,12
36,38
38,50
50,46
46,60
60,76
104,130
130,128
128,156
156,156
156,182
200,214
214,244
244,252
252,296
296,308
308,348
348,370
370,404
404,446
446,484
484,528
528,568
568,618
618,664
664,736
736,782
782,860
860,912
912,998
998,1072
1072,1158
1158,1252
10,4
14,4
12,26
26,18
12,32
32,26
36,34
34,28
28,36
48,40
40,64
64,62
62,40
40,72
72,74
74,52
52,90
90,82
82,72
112,84
84,84
84,132
132,108
108,102
102,148
148,138
138,128
156,154
154,154
12,4
4,16
18,8
18,26
26,12
22,32
32,20
32,36
36,30
30,42
42,48
48,36
36,54
54,68
68,40
40,70
88,56
56,86
86,108
108,80
80,100
100,134
134,106
106,126
126,166
166,132
132,164
164,200
200,162
162,206
206,248
248,200
200,248
248,312
312,248
248,298
298,380
380,312
312,360
4,14
14,8
20,12
24,14
28,16
16,26
34,20
20,30
36,24
24,36
40,28
44,36
36,46
46,52
52,40
40,50
50,62
62,44
44,56
56,68
68,48
16,20
24,18
22,26
26,26
30,30
34,40
40,42
42,46
50,50
54,62
62,66
66,72
72,78
78,78
78,82
90,94
94,100
100,110
110,114
114,122
122,134
138,144
144,158
158,166
166,178
178,194
194,198
204,218
218,228
228,242
242,262
262,270
282,302
302,314
314,330
24,20
26,24
40,40
54,58
58,58
58,68
68,66
66,78
78,84
88,88
88,102
102,100
100,116
116,118
132,132
132,148
150,166
166,174
174,180
194,192
50,58
58,66
70,76
76,78
78,86
86,94
94,102
102,114
114,120
120,130
130,138
138,150
150,168
168,178
178,190
190,198
198,212
212,232
232,246
246,266
266,280
280,298
298,320
320,340
340,370
370,390
390,410
410,432
432,458
458,498
498,526
526,554
554,582
582,614
34,38
38,38
58,64
64,70
74,78
82,86
86,86
98,102
102,106
106,106
106,114
122,124
124,132
132,140
140,146
146,150
5,20
20,19
8,30
29,27
23,18
10,44
44,43
43,41
37,32
32,24
14,65
65,64
62,58
58,53
53,45
45,35
35,21
21,80
80,79
79,77
77,73
68,60
60,50
50,36
36,15
15,96
96,95
95,93
93,89
89,84
84,76
76,66
66,52
52,31
16,122
122,121
121,119
119,115
115,110
110,102
2,-1
-1,5
5,-1
-1,-2
-2,8
8,-1
-2,-4
-4,15
15,-1
-4,-5
-5,22
22,-1
-5,-8
-8,34
34,-1
-8,-10
-10,51
51,-1
-10,-14
-14,59
59,-1
-14,-21
-21,81
81,-1
-21,-15
-15,106
106,-1
15,22
22,34
59,81
81,106
106,121
121,156
156,169
169,229
229,241
241,322
322,329
329,434
434,490
490,502
502,633
633,705
705,708
708,868
868,875
875,961
961,1112
1112,1168
1168,1241
1241,1439
1439,1443
1443,1771
1771,1646
1646,1953
1953,2120
2120,2153
2153,2384
2384,2648
2648,2654
2654,3009
3009,3123
3123,3391
3391,3559
3559,3791
3791,4095
4095,4133
4133,4642
4642,4504
4504,5050
5050,4970
11,33
33,1
1,142
142,14
14,822
822,222
222,6966
6966,5365
5365,15
15,79853
14,1
3,24
48,1
8,47
47,188
188,164
164,164
164,1
1,14
14,168
168,453
453,1208
1208,700
700,560
560,1
1,42
42,346
346,2076
2076,3449
3449,6898
6898,2868
2868,1912
1912,1
1,79
79,1264
1264,4908
4908,19632
19632,22740
22740,36384
36384,11424
11424,6528
6528,1
1,252
252,2671
2671,21368
21368,52324
52324,156972
156972,135900
135900,181200
181200,44576
44576,22288
22288,1
28,29
32,32
45,46
47,48
48,49
49,49
49,50
51,51
53,53
53,54
37,37
41,41
45,45
46,46
47,47
34,34
35,35
4,25
25,6
9,50
50,11
14,75
75,16
19,100
100,21
24,125
29,150
150,31
34,175
175,36
39,200
200,41
44,225
225,46
49,250
250,51
54,275
275,56
59,300
300,61
62,63
64,325
325,66
69,350
6,49
49,8
13,98
98,15
20,147
147,22
27,196
196,29
34,245
245,36
41,294
294,43
48,343
343,50
54,55
55,392
392,57
59,60
62,441
441,64
69,490
21600,36000
36000,42336
42336,48600
48600,86400
86400,95256
95256,98784
98784,104544
104544,121500
121500,144000
144000,146016
146016,169344
169344,196000
196000,225000
225000,235224
235224,249696
249696,274400
274400,311904
311904,324000
324000,328536
328536,333396
333396,337500
337500,383328
383328,395136
395136,418176
418176,437400
437400,457056
457056,484000
484000,486000
486000,540000
540000,561816
561816,584064
584064,632736
632736,676000
6,36
36,2232
2232,22223232
22223232,63623232
63623232,3222623232
3222623232,22662623232
22662623232,223326222336
223326222336,32633262623232
32633262623232,232233233262336
232233233262336,23333333233223232
23333333233223232,32323366336223232
32323366336223232,62233233232223232
62233233232223232,636222622662623232
636222622662623232,22262623323232223232
22262623323232223232,23222222323326222336
23222222323326222336,32622363633222623232
32622363633222623232,366222623632326623232
366222623632326623232,3262226222332222263263232
1729,15
21,85
85,33
35,145
145,51
51,57
57,55
55,69
69,221
221,265
265,87
87,77
77,679
679,721
721,95
95,2101
2101,123
129,115
115,141
141,119
119,505
505,159
159,171
171,493
493,177
177,143
143,3421
3421,255
255,161
161,685
685,213
213,219
219,745
745,1603
1603,237
237,187
187,249
249,203
203,865
865,267
267,209
209,235
235,1981
1981,291
291,985
985,275
275,309
309,901
901,321
327,253
253,339
339,1145
5,29
29,185
185,1249
1249,8725
8725,62285
62285,451225
451225,3303745
3303745,24383525
24383525,181096189
181096189,1351809145
1351809145,10132755361
10132755361,76217334965
76217334965,575000091821
575000091821,4349019172825
4349019172825,32967059273345
32967059273345,250390092064325
250390092064325,1905043665625565
1905043665625565,14516511051002425
14516511051002425,110769527547420769
110769527547420769,846292351899068245
846292351899068245,6473097014721384461
6,40
40,288
288,2184
2184,17136
17136,137536
137536,1121280
1121280,9244768
9244768,76866624
76866624,643311360
643311360,5412234240
5412234240,45729035520
45729035520,387757278720
387757278720,3297950730240
3297950730240,28122838253568
28122838253568,240356788028928
240356788028928,2058330146595840
2058330146595840,17657749982408704
17657749982408704,151716952747917312
151716952747917312,1305392197618561024
1305392197618561024,11245951765492015104
11245951765492015104,96994770149873909760
7,53
53,427
427,3601
3601,31367
31367,279509
279509,2531291
2531291,23195809
23195809,214448647
214448647,1996241653
1996241653,18683961611
18683961611,175651069489
175651069489,1657417542151
1657417542151,15687849673493
15687849673493,148885054301627
148885054301627,1416251827140929
1416251827140929,13499151555746311
13499151555746311,128898033757812149
128898033757812149,1232748257638556267
1232748257638556267,11806435301899509841
11806435301899509841,113218731446740151687
113218731446740151687,1086977153206059440213
2402,176
176,1150
1150,718
718,4471
4471,-1
-1,161
161,42
42,1150
1150,161
161,271
271,2402
2402,100
100,80
80,803
803,176
176,4067
4067,1961
1961,143
143,568
568,380
380,2167
2167,290
290,452
452,79
79,537
537,6130
6130,-1
-1,377
377,436
436,1336
1336,1043
1043,63
63,80
80,1132
1132,542
542,271
271,67
67,95
95,853
853,765
765,-1
-1,349
349,328
328,3663
3663,74
74,1002
1002,521
521,4530
4530,129
129,52
52,913
913,2258
6,58
64,23
23,5
0,11
11,180
180,261
261,132
132,35
35,6
0,23
23,648
648,1286
1286,730
730,231
231,49
49,7
0,45
45,2288
2288,5459
5459,4298
4298,1513
1513,378
378,66
66,8
16,47
47,153
153,471
471,1538
1538,5087
5087,17281
17281,59754
59754,210046
210046,746917
746917,2682609
2682609,9711165
9711165,35390462
35390462,129710189
129710189,477769947
477769947,1767525162
1767525162,6564645090
6564645090,24467315529
24467315529,91484661593
91484661593,343063807700
343063807700,1289912538048
1289912538048,4861963178427
4861963178427,18367386630365
18367386630365,69533618025044
69533618025044,263748085976074
263748085976074,1002242485086417
1002242485086417,3814987038980359
5,19
19,101
101,676
676,5377
5377,49295
49295,510729
510729,5894110
5894110,74915741
74915741,1039180187
1039180187,15613569325
15613569325,252501251744
252501251744,4371586879129
4371586879129,80652138666871
80652138666871,1579212732426257
1579212732426257,32701859350855770
32701859350855770,713914404925713589
713914404925713589,16384896394304282723
16384896394304282723,394340620941231415541
394340620941231415541,9929838681717090607612
5,28
28,204
204,2000
2000,24030
24030,344652
344652,5740560
5740560,109023264
109023264,2326287600
2326287600,55117624320
55117624320,1436196484800
1436196484800,40826537706240
40826537706240,1257537996514800
1257537996514800,41726938979325600
41726938979325600,1484001670159008000
1484001670159008000,56319120817785745920
56319120817785745920,2271900191107266720000
2271900191107266720000,97080540724816485258240
10,49
49,284
284,985
985,2842
2842,6885
6885,15754
15754,33857
33857,68444
68444,127399
127399,224982
224982,376975
376975,607228
607228,940535
34,36
45,47
11,6
12,6
14,7
4,17
17,8
4,19
19,10
6,22
22,13
13,6
6,24
24,15
15,7
7,25
35,46
46,62
62,83
83,111
111,143
143,190
190,244
244,315
315,404
404,515
515,648
648,821
821,1031
1031,1290
1290,1605
1605,1996
1996,2469
2469,3055
3055,3747
3747,4594
4594,5622
5622,6860
6860,8330
8330,10108
10108,12225
12225,14774
14774,17784
17784,21376
21376,25635
25635,30694
30694,36656
36656,43734
43734,52040
52040,61832
61832,73329
73329,86858
86858,102664
102664,121217
28,38
51,69
92,124
124,160
160,211
211,271
271,352
352,447
447,571
571,725
725,917
917,1151
1151,1441
1441,1797
1797,2233
2233,2767
2767,3407
3407,4193
4193,5140
5140,6289
6289,7662
7662,9323
9323,11305
11305,13695
13695,16527
16527,19916
19916,23929
23929,28717
28717,34377
34377,41079
41079,48980
48980,58303
58303,69273
69273,82186
82186,97330
97330,115080
10,28
28,56
56,112
112,326
326,652
652,1304
1304,2608
2608,7712
7712,15424
15424,30848
30848,61696
61696,182480
182480,364960
364960,729920
729920,1459840
1459840,2919680
2919680,8697344
8697344,17394688
17394688,34789376
34789376,69578752
69578752,139157504
139157504,414552832
414552832,829105664
829105664,1658211328
1658211328,3316422656
3316422656,6632845312
6632845312,13265690624
13265690624,39657914368
18,30
30,20
30,32
28,26
26,42
42,13
13,40
40,30
72,32
32,19
19,48
48,54
54,48
50,38
38,60
60,56
56,42
42,42
42,96
96,44
44,60
68,50
50,78
78,72
72,70
70,54
54,39
39,72
72,56
56,80
80,90
90,60
60,120
120,62
62,96
96,80
80,21
21,84
84,144
144,68
71,73
79,82
89,91
91,93
93,94
94,95
95,96
96,97
97,101
101,102
102,103
103,105
0,-1
-1,-1
-1,1
16,23
61,78
78,101
101,166
166,203
203,247
247,349
349,410
410,484
484,666
666,767
767,881
881,1129
1129,1274
1274,1441
1441,1828
1828,2039
2039,2271
2271,2761
2761,3042
3042,3356
3356,4060
4060,4439
4439,4849
4849,5701
5701,6182
6182,6709
6709,7866
7866,8483
8483,9143
9143,10501
10501,11258
11258,12076
12076,13846
13846,14783
14783,15777
15777,17809
17809,18930
18930,20129
20129,22696
22696,24047
1,2652
2652,6714
6714,27693
27693,29709
29709,29763
29763,31527
31527,1401836975
1401836975,1906377025
1906377025,5777842175
0,10
0,12
0,14
12,0
0,16
0,20
16,2
2,22
22,20
20,4
4,32
24,8
8,34
28,12
12,40
40,32
32,12
12,48
40,16
16,52
52,44
44,20
20,62
20,72
72,64
64,24
24,80
80,68
68,28
28,94
94,80
80,32
32,104
104,98
94,94
114,118
118,120
138,138
168,174
174,178
198,198
232,238
24,37
42,55
58,69
74,75
78,99
99,100
100,122
122,132
132,133
133,134
134,157
157,159
159,160
160,182
182,183
183,185
185,243
244,246
246,247
247,249
249,254
254,308
308,309
309,310
310,312
312,316
316,317
317,321
321,352
352,359
359,361
21,30
30,38
38,40
42,58
70,73
73,76
78,111
111,122
160,168
168,169
179,185
185,249
249,259
259,270
270,271
271,329
329,331
331,332
332,347
347,358
358,359
361,362
362,363
363,367
367,368
368,370
370,371
371,413
413,414
414,415
415,417
417,419
40,52
55,56
58,71
76,77
79,94
100,124
124,140
140,479
479,487
487,549
549,557
557,560
560,561
561,568
568,570
570,576
576,578
578,585
585,592
592,623
623,626
626,627
627,632
632,634
634,635
635,636
636,637
637,638
638,639
639,640
640,695
25,105
105,441
441,1848
1848,7722
7722,32175
32175,133705
133705,554268
554268,2292654
2292654,9464546
9464546,39002250
39002250,160466400
160466400,659249460
659249460,2704861755
2704861755,11084629545
11084629545,45375676500
45375676500,185562634950
185562634950,758155908510
758155908510,3094982778030
3094982778030,12624593782320
12624593782320,51458942047500
51458942047500,209609423940150
209609423940150,853271593454826
4,56
56,1780
1780,103392
103392,9649124
9649124,1329514816
1329514816,254821480596
254821480596,65007836211200
65007836211200,21338249088447172
21338249088447172,8773188839240702976
8773188839240702976,4420903536219867238964
4420903536219867238964,2681689186158020996263936
2681689186158020996263936,1928808495621762281052315300
1928808495621762281052315300,1623929501686280964991180439552
30,67
67,140
140,217
217,459
459,651
651,1188
1188,1249
1249,2470
2470,2871
4,116
116,98864
1,44
44,1264
1264,28928
28928,609472
609472,12441920
12441920,250873792
250873792,5033805632
5033805632,100806890944
100806890944,2017184465216
2017184465216,40352063734720
40352063734720,807108273916736
807108273916736,16142701483450816
16142701483450816,322858317743957312
322858317743957312,6457200659580710848
6457200659580710848,129144287629532843840
129144287629532843840,2582887948094924221888
2582887948094924221888,51657776525935378188608
10,26
26,90
90,322
322,1384
1384,6576
6576,34870
34870,200720
200720,1272064
1272064,8656004
8656004,63595760
1,16
16,168
168,1480
1480,12264
12264,99400
99400,799080
799080,6404296
6404296,51269352
51269352,410259784
410259784,3282393192
3282393192,26260090312
26260090312,210083556840
210083556840,1680676957768
1680676957768,13445441171304
13445441171304,107563605897928
107563605897928,860509076765928
860509076765928,6884073302874952
6884073302874952,55072588489242216
55072588489242216,440580714112665544
440580714112665544,3524645731497507816
10,37
37,142
142,562
562,2242
2242,8962
8962,35842
35842,143362
143362,573442
573442,2293762
2293762,9175042
9175042,36700162
36700162,146800642
146800642,587202562
587202562,2348810242
2348810242,9395240962
9395240962,37580963842
37580963842,150323855362
150323855362,601295421442
601295421442,2405181685762
2405181685762,9620726743042
9620726743042,38482906972162
38482906972162,153931627888642
153931627888642,615726511554562
21,67
67,168
168,369
369,733
733,1350
1350,2328
2328,3823
3823,6009
6009,9114
9114,13399
13399,19185
19185,26811
26811,36742
36742,49371
49371,65328
65328,85141
85141,109401
109401,139242
139242,174397
174397,217977
217977,266778
266778,328954
328954,394065
394065,481209
481209,564856
564856,685329
685329,788829
788829,953575
953575,1076730
1076730,1300005
1300005,1440346
1440346,1740597
1740597,1892463
1892463,2293372
24,483
483,21195
16,33
33,73
73,129
129,205
205,331
331,529
529,779
779,1097
1097,1531
1531,2075
2075,2716
2716,3475
3475,4376
4376,5399
5399,6544
6544,7824
7824,9232
9232,10768
10768,12432
12432,14224
14224,16144
16144,18192
18192,20368
20368,22672
22672,25104
25104,27664
27664,30352
30352,33168
33168,36112
36112,39184
39184,42384
42384,45712
45712,49168
49168,52752
52752,56464
56464,60304
60304,64272
64272,68368
68368,72592
25,54
54,98
98,170
170,270
270,415
415,605
605,861
861,1183
1183,1596
1596,2100
2100,2724
2724,3468
3468,4365
4365,5415
5415,6655
6655,8085
8085,9746
9746,11638
11638,13806
13806,16250
16250,19019
19019,22113
22113,25585
25585,29435
29435,33720
33720,38440
38440,43656
43656,49368
49368,55641
55641,62475
62475,69939
69939,78033
78033,86830
86830,96330
96330,106610
106610,117670
117670,129591
129591,142373
13,-1
-1,4567
4567,19172533
19172533,-1
-1,14710131619
14710131619,23456789
23456789,-1
-1,45678910111213
45678910111213,17131925313743495561
17131925313743495561,-1
-1,567891011121314151617
567891011121314151617,357911131517192123252729
357911131517192123252729,-1
-1,135791113151719212325272931
135791113151719212325272931,345678910111213141516171819
345678910111213141516171819,-1
-1,57911131517192123252729313335373941
57911131517192123252729313335373941,1417202326293235384144475053565962656871
1417202326293235384144475053565962656871,-1
25,60
60,210
210,1400
1400,7560
7560,12600
12600,69300
69300,693000
693000,5405400
5405400,46666620
46666620,37837800
37837800,302702400
302702400,4288284000
4288284000,46313467200
46313467200,542639457360
542639457360,5768599636800
5768599636800,2053230379200
2053230379200,22585534171200
22585534171200,432889404948000
432889404948000,6233607431251200
6233607431251200,96101447898456000
96101447898456000,1328104694380464000
3,19
19,2
2,23
23,2
31,2
2,37
37,2
2,41
41,3
3,43
43,3
3,47
47,2
53,3
3,59
61,2
11,67
67,2
2,71
71,2
2,73
5,79
79,2
3,83
89,13
2,97
107,109
109,113
113,11
3,127
127,2
2,131
131,2
2,137
7,23
34,15
15,1
9,36
36,75
75,21
21,1
10,51
51,144
144,215
215,146
146,28
28,1
12,70
70,240
240,491
491,546
546,259
259,36
36,1
13,90
90,376
376,967
967,1491
1491,1246
1246,428
428,45
45,1
12,31
31,81
81,218
218,596
596,1656
1656,4658
4658,13244
13244,37999
37999,109885
109885,319943
319943,937164
937164,2759739
2759739,8165427
8165427,24262526
24262526,72369917
72369917,216615341
216615341,650420722
650420722,1958645383
1958645383,5913849653
5913849653,17899739496
17899739496,54300572393
54300572393,165071280286
165071280286,502786720049
502786720049,1534205598328
1534205598328,4689416829159
4689416829159,14356303196762
16,25
33,48
48,63
63,88
88,115
115,156
156,201
201,268
268,342
342,446
446,566
566,728
728,914
914,1164
1164,1451
1451,1826
1826,2264
2264,2824
2824,3477
3477,4305
4305,5271
5271,6478
6478,7893
7893,9639
9639,11684
11684,14192
14192,17125
17125,20689
20689,24863
24863,29897
29897,35781
35781,42842
42842,51083
51083,60914
60914,72381
72381,85988
85988,101830
101830,120560
120560,142324
16,28
33,52
57,90
90,102
102,149
149,178
178,244
244,289
289,400
400,473
473,624
624,754
754,979
979,1171
1171,1510
1510,1804
1804,2284
2284,2745
2745,3426
3426,4102
4102,5100
5100,6081
6081,7472
7472,8925
8925,10890
10890,12949
12949,15722
15722,18648
18648,22489
22489,26651
26651,31952
31952,37742
37742,45100
45100,53126
16,41
41,80
80,137
137,212
212,319
319,464
464,640
640,848
848,1088
1088,1360
1360,1664
1664,2000
2000,2368
2368,2768
2768,3200
3200,3664
3664,4160
4160,4688
4688,5248
5248,5840
5840,6464
6464,7120
7120,7808
7808,8528
8528,9280
9280,10064
10064,10880
10880,11728
11728,12608
12608,13520
13520,14464
14464,15440
15440,16448
16448,17488
17488,18560
18560,19664
19664,20800
20800,21968
21968,23168
23168,24400
9,25
25,51
51,98
98,166
166,270
270,410
410,605
605,855
855,1183
1183,1589
1589,2100
2100,2716
2716,3468
3468,4356
4356,5415
5415,6645
6645,8085
8085,9735
9735,11638
11638,13794
13794,16250
16250,19006
19006,22113
22113,25571
25571,29435
29435,33705
33705,38440
38440,43640
43640,49368
49368,55624
55624,62475
62475,69921
69921,78033
78033,86811
86811,96330
96330,106590
106590,117670
117670,129570
129570,142373
13,9
18,15
19,13
16,22
24,21
31,28
28,24
11,5
23,15
25,18
3,27
31,19
15,39
51,27
43,91
91,91
91,39
39,63
63,63
63,87
87,87
87,51
87,91
91,67
67,91
91,115
115,115
115,111
111,111
111,87
87,135
135,135
135,87
0,13
13,37
37,49
49,73
73,97
97,97
97,133
133,133
133,157
157,157
157,181
181,181
181,205
205,205
205,229
229,229
241,241
241,265
265,265
265,289
289,289
289,337
337,337
337,361
361,361
361,373
373,373
373,421
421,421
421,445
445,445
445,469
469,469
469,493
493,493
493,517
2,38
38,236
236,850
850,1000
1000,26840
26840,477368
477368,47036
47036,22339372
22339372,73096731
73096731,260586441
260586441,1180973647
1180973647,3853501438
3853501438,178350939014
178350939014,1261487067476
1261487067476,3639250753600
3639250753600,26083459413092
26083459413092,946868742489918
946868742489918,264892551871161
264892551871161,5030764357055773
21,39
23,301
301,2775
2775,137
137,32385
32385,53708
53708,94939
94939,216411
216411,352995
352995,8146743
8146743,28882563
28882563,41573171
41573171,149262459
149262459,2707412905
2707412905,378731780
378731780,3596977722
10,7
12,21
11,8
9,24
24,49
49,88
88,151
151,236
236,351
351,496
496,672
672,880
880,1120
1120,1392
1392,1696
1696,2032
2032,2400
2400,2800
2800,3232
3232,3696
3696,4192
4192,4720
4720,5280
5280,5872
5872,6496
6496,7152
7152,7840
7840,8560
8560,9312
9312,10096
10096,10912
10912,11760
11760,12640
12640,13552
13552,14496
14496,15472
15472,16480
16480,17520
17520,18592
18592,19696
19696,20832
20832,22000
22000,23200
23200,24432
6,23
23,150
150,1075
1075,8403
8403,69009
69009,586359
586359,5097659
5097659,45088251
45088251,404211168
404211168,3663020003
3663020003,33489908410
33489908410,308457773970
308457773970,2858876650895
2858876650895,26639629959245
26639629959245,249393774420754
249393774420754,2344318827941519
2344318827941519,22116397163851495
22116397163851495,209317713089633145
209317713089633145,1986761935587749812
1986761935587749812,18906449884369960388
18906449884369960388,180340017206048029364
13,56
56,277
277,1429
1429,8489
8489,51769
51769,344961
344961,2391698
2391698,17496661
17496661,133658565
133658565,1060426557
1060426557,8749399966
8749399966,74494928017
74494928017,655734728718
655734728718,5936865639625
5936865639625,55292734329958
55292734329958,528332681177821
528332681177821,5174197047357241
5174197047357241,51867294310990885
51867294310990885,531492968044248844
531492968044248844,5562798258563207737
1,62
62,742
742,7913
7913,81580
81580,830966
830966,8413600
8413600,84902275
84902275,854911636
854911636,8595788628
8595788628,86336979626
86336979626,866510090881
866510090881,8691542224682
8691542224682,87141123346483
87141123346483,873360370035565
873360370035565,8750606225568966
8750606225568966,87655681172037954
87655681172037954,877883602836107139
877883602836107139,8790682286910283101
8790682286910283101,88013238064412080119
88013238064412080119,881093550115629692808
193,11
11,37
37,211
211,17
17,37
37,61
73,313
313,29
29,181
181,97
103,181
181,229
229,41
41,337
337,661
661,967
967,97
97,151
151,157
157,109
109,337
337,59
59,661
661,1117
1117,193
193,397
397,409
409,71
71,577
577,223
223,1217
1217,859
859,1201
1201,739
739,421
421,1291
1291,617
617,271
271,277
277,659
659,193
193,4999
4999,101
101,307
307,3121
3121,107
107,1297
1297,331
331,449
449,229
229,10093
10093,1181
1181,1801
1801,367
367,373
1,2372
2372,7564
7564,10136
10136,39969
39969,40023
40023,55917
55917,61389
61389,69723
69723,13124150
13124150,20751050
20751050,49385450
12,62
62,300
300,1382
1382,6132
6132,26462
26462,111900
111900,466262
466262,1922052
1922052,7861262
7861262,31968300
31968300,129451142
129451142,522554772
522554772,2104502462
2104502462,8460925500
8460925500,33972580022
33972580022,136277216292
136277216292,546270078062
546270078062,2188564999500
2188564999500,8764716156902
8764716156902,35090237298612
35090237298612,140455075596062
140455075596062,562102698366300
562102698366300,2249258014965782
2249258014965782,8999573791473732
1,6092
6092,65187
65187,143253
143253,176751
176751,18785650
18785650,25548350
25548350,72396625
72396625,507733590
507733590,686593375
686593375,1138786375
1138786375,1325580025
1325580025,2083558890
2083558890,2335420375
2335420375,2727499625
6,232908
232908,3777388236
3777388236,57958048716672
