Source,Target
929790132901804,5883377105975922
5883377105975922,37328490926964481
37328490926964481,237427707464042693
13,68
68,399
399,2530
2530,16965
16965,118668
118668,857956
857956,6369883
6369883,48336171
48336171,373537388
373537388,2931682810
2931682810,23317105140
23317105140,187606350645
187606350645,1524813969276
1524813969276,12504654858828
12504654858828,103367824774012
103367824774012,860593023907540
860593023907540,7211115497448720
7211115497448720,60776550501588855
13,71
71,465
465,3539
3539,30637
30637,296967
296967,3184129
3184129,37401155
37401155,477471021
477471021,6581134823
6581134823,97388068753
97388068753,1539794649171
1539794649171,25902759280525
25902759280525,461904032857319
461904032857319,8702813980639617
8702813980639617,172743930157869827
172743930157869827,3602826440828270029
3602826440828270029,78768746000235327495
78768746000235327495,1801366114380914335441
13,73
73,501
501,4051
4051,37633
37633,394353
394353,4596553
4596553,58941091
58941091,824073141
824073141,12470162233
12470162233,202976401213
202976401213,3535017524403
3535017524403,65573803186921
65573803186921,1290434218669921
1290434218669921,26846616451246353
26846616451246353,588633468315403843
588633468315403843,13564373693588558173
13564373693588558173,327697927886085654441
327697927886085654441,8281153039765859726341
3,14
39,91
91,173
173,307
307,502
502,779
779,1150
1150,1651
1651,2280
2280,3090
3090,4090
4090,5313
5313,6787
6787,8564
8564,10643
10643,13103
13103,15948
15948,19235
19235,23000
23000,27316
27316,32174
32174,37677
37677,43849
43849,50758
50758,58427
58427,66978
66978,76373
76373,86765
86765,98171
98171,110662
110662,124310
124310,139202
139202,155339
155339,172885
14,80
80,518
518,3647
3647,27274
27274,213480
213480,1731652
1731652,14455408
14455408,123552488
123552488,1077096124
1077096124,9548805240
9548805240,85884971043
85884971043,782242251522
782242251522,7203683481720
7203683481720,66989439309452
66989439309452,628399635777936
628399635777936,5940930064989720
5940930064989720,56562734108608536
7,1
11,3
1,17
17,9
19,5
21,11
23,3
3,25
25,13
13,27
27,7
7,29
29,15
31,1
1,33
33,17
17,35
35,9
9,37
37,19
19,39
39,5
5,41
41,21
21,43
43,11
11,45
45,23
47,3
3,49
49,25
25,51
51,13
13,53
53,27
27,55
55,7
7,57
57,29
29,59
59,15
15,61
61,31
63,1
1,65
65,33
33,67
67,17
17,69
69,35
35,71
71,9
9,73
73,37
37,75
75,19
19,77
3,15
15,75
75,435
435,3045
3045,24465
24465,220185
220185,2200905
2200905,24209955
24209955,290529855
290529855,3776888115
3776888115,52876298475
52876298475,793144477125
793144477125,12690313661025
12690313661025,215735332237425
215735332237425,3883235945814225
3883235945814225,73781482970470275
73781482970470275,1475629660064134575
1475629660064134575,30988222861346826075
30988222861346826075,681740902935880863075
15,105
105,947
947,10472
10472,137337
137337,2085605
2085605,36017472
36017472,697407850
697407850,14969626900
14969626900,352877606716
352877606716,9064191508018
9064191508018,252024567201300
252024567201300,7542036496650006
7542036496650006,241721880399970938
241721880399970938,8261159383595659128
8261159383595659128,299916384730043070880
299916384730043070880,11526945327529620432872
11526945327529620432872,467583770376898192016104
16,67
67,251
251,888
888,3023
3023,10038
10038,32722
32722,105228
105228,334836
334836,1056611
1056611,3311784
3311784,10322791
10322791,32026810
32026810,98974177
98974177,304835956
304835956,936147219
936147219,2867586542
2867586542,8764280567
8764280567,26733395986
26733395986,81399821915
81399821915,247459136331
247459136331,751211286356
751211286356,2277496842016
16,95
95,672
672,5397
5397,48704
48704,487917
487917,5373920
5373920,64547175
64547175,839703696
839703696,11762247419
11762247419,176509466560
176509466560,2825125339305
2825125339305,48040633506048
48040633506048,864932233294681
864932233294681,16436901752820288
16436901752820288,328791893988472843
328791893988472843,6905593482159150480
6905593482159150480,151941269284478380119
151941269284478380119,3495011687269591273312
16,96
96,675
675,5413
5413,48800
48800,488592
488592,5379333
5379333,64595975
64595975,840192288
840192288,11767626752
11767626752,176574062535
176574062535,2825965531593
2825965531593,48052401132800
48052401132800,865108807357216
865108807357216,16439727718351881
16439727718351881,328839946389605643
328839946389605643,6906458590966507696
16,125
125,1296
1296,16807
16807,262144
262144,4782969
4782969,100000000
100000000,2357947691
2357947691,61917364224
61917364224,1792160394037
1792160394037,56693912375296
56693912375296,1946195068359375
1946195068359375,72057594037927936
72057594037927936,2862423051509815793
2862423051509815793,121439531096594251776
121439531096594251776,5480386857784802185939
5480386857784802185939,262144000000000000000000
262144000000000000000000,13248496640331026125580781
16,218
218,9608
9608,1540944
1540944,882033440
882033440,1793359192848
1793359192848,13027956824399552
13027956824399552,341260431952972580352
341260431952972580352,32522909385055886111197440
32522909385055886111197440,11366745430825400574433894004224
11366745430825400574433894004224,14669085692712929869037096075316220928
14669085692712929869037096075316220928,70315656615234999521385506555979904091217920
3,18
18,110
110,795
795,6489
6489,59332
59332,600732
600732,6674805
6674805,80765135
80765135,1057289046
1057289046,14890154058
14890154058,224497707343
224497707343,3607998868005
3607998868005,61576514013960
61576514013960,1112225784377144
1112225784377144,21197714949305577
21197714949305577,425131949816628507
425131949816628507,8950146311929021210
8950146311929021210,197350726178034917670
197350726178034917670,4548464355722328578691
3,19
19,211
211,3651
3651,90921
90921,3081513
3081513,136407699
136407699,7642177651
7642177651,528579161353
528579161353,44237263696473
44237263696473,4405990782649369
4405990782649369,515018848029036937
515018848029036937,69818743428262376523
69818743428262376523,10865441556038181291819
10865441556038181291819,1923889742567310611949459
1923889742567310611949459,384565973956329859109177427
384565973956329859109177427,86180438505835750284241676121
3,20
20,130
130,924
924,7308
7308,64224
64224,623376
623376,6636960
6636960,76998240
76998240,967524480
967524480,13096736640
13096736640,190060335360
190060335360,2944310342400
2944310342400,48503818137600
48503818137600,846795372595200
846795372595200,15618926924697600
15618926924697600,303517672703078400
303517672703078400,6198400928176128000
6198400928176128000,132720966600284160000
132720966600284160000,2973385109386137600000
20,23
27,30
30,33
47,50
50,53
57,60
60,63
63,66
66,69
73,76
79,82
82,85
86,89
89,92
92,95
95,98
98,101
105,108
108,111
111,114
114,117
117,120
120,121
127,130
130,133
136,139
139,140
140,143
143,146
146,149
149,152
152,155
7,16
16,65
65,321
321,4546
4546,107587
107587,20773703
20773703,11595736272
11595736272,431558332068481
431558332068481,134461531248108526465
134461531248108526465,186242594112190847520182173826
186242594112190847520182173826,18079903385772308300945867582153787570051
18079903385772308300945867582153787570051,34686303861638264961101080464895364211215702792496667048327
3,24
24,216
216,1824
1824,15150
15150,124416
124416,1014888
1014888,8241792
8241792,66724398
66724398,538990800
538990800,4346692680
4346692680,35009591040
35009591040,281699380560
281699380560,2264868936960
2264868936960,18198009147600
18198009147600,146142982814208
146142982814208,1173123636533454
1173123636533454,9413509300965936
9413509300965936,75513633110271264
75513633110271264,605598295606296000
605598295606296000,4855626127979443908
4855626127979443908,38924245740546950784
38,1369
1369,56241
56241,2565782650
2565782650,177895665388171
177895665388171,16891164530321501264425013171
16891164530321501264425013171,5629840598310484749297545401724540333537382
3,57
57,2763
2763,250737
250737,36581523
36581523,7828053417
7828053417,2309644635483
2309644635483,898621108880097
898621108880097,445777636063460643
445777636063460643,274613643571568682777
274613643571568682777,205676334188681975553003
205676334188681975553003,184053312545818735778213457
184053312545818735778213457,193944394596325636374396208563
3,70
70,3783
3783,338475
338475,40565585
40565585,6061961733
6061961733,1083852977811
1083852977811,225615988054171
225615988054171,53595807366038234
53595807366038234,14308700593468127485
14308700593468127485,4241390625289880226714
4241390625289880226714,1382214286200071777573643
1382214286200071777573643,491197439886557439295166226
491197439886557439295166226,189044982636675290371386547592
189044982636675290371386547592,78334771617452038208125184627931
78334771617452038208125184627931,34771576300926271400714044414858372
5,29
29,866
866,750797
750797,563696885165
563696885165,317754178345286893212434
317754178345286893212434,100967717855888389973004846476977145423449281581
9,731
731,390617900
390617900,59601394712394173339000731
59601394712394173339000731,211723599072542785377729319366442939995427829921816290889198752331804918235791
23,37
37,60
60,97
97,157
157,254
254,411
411,665
665,1076
1076,1741
1741,2817
2817,4558
4558,7375
7375,11933
11933,19308
19308,31241
31241,50549
50549,81790
81790,132339
132339,214129
214129,346468
346468,560597
560597,907065
907065,1467662
1467662,2374727
2374727,3842389
3842389,6217116
6217116,10059505
10059505,16276621
16276621,26336126
26336126,42612747
42612747,68948873
68948873,111561620
111561620,180510493
180510493,292072113
292072113,472582606
11,20
65,119
119,218
218,412
412,770
770,1466
1466,2784
2784,5322
5322,10226
10226,19691
19691,38048
38048,73665
73665,142927
142927,277822
277822,540851
540851,1054502
1054502,2058507
2058507,4023164
4023164,7871226
7871226,15414517
15414517,30213010
30213010,59266164
59266164,116343183
116343183,228545303
228545303,449240025
449240025,883569304
883569304,1738768584
1738768584,3423466797
3423466797,6743729031
66,214
214,676
676,2209
2209,7296
7296,24460
24460,82926
82926,284068
284068,981882
981882,3421318
3421318,12007554
12007554,42416488
42416488,150718770
150718770,538421590
538421590,1932856590
1932856590,6969847486
6969847486,25237057110
25237057110,91729488354
91729488354,334589415276
334589415276,1224445617889
1224445617889,4494622119424
25,49
49,94
94,181
181,349
349,673
673,1297
1297,2500
2500,4819
4819,9289
9289,17905
17905,34513
34513,66526
66526,128233
128233,247177
247177,476449
476449,918385
918385,1770244
1770244,3412255
3412255,6577333
6577333,12678217
12678217,24438049
24438049,47105854
47105854,90799453
90799453,175021573
175021573,337364929
337364929,650291809
650291809,1253477764
7,31
31,871
871,756031
756031,571580604871
571580604871,326704387862983487112031
326704387862983487112031,106735757048926752040856495274871386126283608871
106735757048926752040856495274871386126283608871,11392521832807516835658052968328096177131218666695418950023483907701862019030266123104859068031
16,25
25,36
36,49
49,64
64,81
81,100
100,121
121,144
144,169
169,196
196,225
225,256
256,289
289,324
324,361
361,400
400,441
441,484
484,529
529,576
576,625
625,676
676,729
729,784
784,841
841,900
900,961
961,1024
1024,1089
1089,1156
1156,1225
1225,1296
1296,1369
1369,1444
1444,1521
1521,1600
1600,1681
1681,1764
1764,1849
1849,1936
1936,2025
2025,2116
2116,2209
2209,2304
2304,2401
2401,2500
47,77
77,118
118,181
181,267
267,392
392,560
560,797
797,1111
1111,1541
1541,2106
2106,2863
2863,3846
3846,5142
5142,6808
6808,8973
8973,11733
11733,15275
15275,19753
19753,25443
25443,32582
32582,41569
41569,52770
52770,66757
66757,84078
84078,105555
105555,131995
131995,164566
164566,204450
204450,253292
253292,312799
312799,385285
385285,473183
473183,579722
579722,708353
708353,863553
20,35
35,56
56,84
84,120
120,165
165,220
220,286
286,364
364,455
455,560
560,680
680,816
816,969
969,1140
1140,1330
1330,1540
1540,1771
1771,2024
2024,2300
2300,2600
2600,2925
2925,3276
3276,3654
3654,4060
4060,4495
4495,4960
4960,5456
5456,5984
5984,6545
6545,7140
7140,7770
7770,8436
8436,9139
9139,9880
9880,10660
10660,11480
11480,12341
12341,13244
13244,14190
14190,15180
26,59
59,140
140,307
307,684
684,1464
1464,3122
3122,6500
6500,13426
13426,27248
27248,54804
54804,108802
108802,214071
214071,416849
416849,805124
805124,1541637
1541637,2930329
2930329,5528733
5528733,10362312
10362312,19295226
19295226,35713454
35713454,65715094
65715094,120256653
120256653,218893580
218893580,396418699
396418699,714399381
714399381,1281403841
1281403841,2287986987
2287986987,4067428375
4067428375,7200210523
7200210523,12693890803
12693890803,22290727268
22290727268,38993410516
38993410516,67959010130
67959010130,118016656268
118016656268,204233654229
204233654229,352245710866
352245710866,605538866862
605538866862,1037668522922
1037668522922,1772700955975
1772700955975,3019333854177
3019333854177,5127694484375
5127694484375,8683676638832
8683676638832,14665233966068
14665233966068,24700752691832
24700752691832,41495176877972
41495176877972,69531305679518
59,141
141,310
310,692
692,1483
1483,3162
3162,6583
6583,13602
13602,27613
27613,55579
55579,110445
110445,217554
217554,424148
424148,820294
820294,1572647
1572647,2992892
2992892,5652954
5652954,10605608
10605608,19765082
19765082,36609945
36609945,67405569
67405569,123412204
123412204,224728451
224728451,407119735
407119735,733878402
733878402,1316631730
1316631730,2351322765
2351322765,4180714647
4180714647,7401898452
7401898452,13051476707
13051476707,22922301583
22922301583,40105025130
40105025130,69909106888
69909106888,121427077241
121427077241,210179991927
210179991927,362583131144
11,26
26,57
57,120
120,247
247,502
502,1013
1013,2036
2036,4083
4083,8178
8178,16369
16369,32752
32752,65519
65519,131054
131054,262125
262125,524268
524268,1048555
1048555,2097130
2097130,4194281
4194281,8388584
8388584,16777191
16777191,33554406
33554406,67108837
67108837,134217700
134217700,268435427
268435427,536870882
536870882,1073741793
1073741793,2147483616
2147483616,4294967263
4294967263,8589934558
11,41
41,162
162,715
715,3425
3425,17722
17722,98253
98253,580317
580317,3633280
3633280,24011157
24011157,166888165
166888165,1216070380
1216070380,9264071767
9264071767,73600798037
73600798037,608476008122
608476008122,5224266196935
5224266196935,46499892038437
46499892038437,428369924118314
428369924118314,4078345814329009
4078345814329009,40073660040755337
40073660040755337,405885209254049952
405885209254049952,4232705122975949401
12,25
44,70
70,104
104,147
147,200
200,264
264,340
340,429
429,532
532,650
650,784
784,935
935,1104
1104,1292
1292,1500
1500,1729
1729,1980
1980,2254
2254,2552
2552,2875
2875,3224
3224,3600
3600,4004
4004,4437
4437,4900
4900,5394
5394,5920
5920,6479
6479,7072
7072,7700
7700,8364
8364,9065
9065,9804
9804,10582
10582,11400
11400,12259
12259,13160
13160,14104
14104,15092
15092,16125
16125,17204
30,70
70,159
159,339
339,706
706,1436
1436,2853
2853,5551
5551,10622
10622,19975
19975,37043
37043,67811
67811,122561
122561,219090
219090,387578
387578,678977
678977,1178769
1178769,2029115
2029115,3465056
3465056,5872648
5872648,9882301
9882301,16517284
16517284,27430358
27430358,45275673
45275673,74297072
74297072,121245153
121245153,196810381
196810381,317850809
317850809,510830685
510830685,817139589
817139589,1301251186
1301251186,2063204707
2063204707,3257690903
3257690903,5123047561
4,13
13,36
36,93
93,225
225,528
528,1198
1198,2666
2666,5815
5815,12517
12517,26587
26587,55933
55933,116564
116564,241151
241151,495417
495417,1011950
1011950,2055892
2055892,4157514
4157514,8371318
8371318,16792066
16792066,33564256
33564256,66875221
66875221,132849983
132849983,263192599
263192599,520087551
520087551,1025295487
1025295487,2016745784
2016745784,3958608430
3958608430,7754810743
14,44
44,133
133,388
388,1116
1116,3168
3168,8938
8938,25100
25100,70334
70334,196824
196824,550656
550656,1540832
1540832,4314190
4314190,12089368
12089368,33911543
33911543,95228760
95228760,267727154
267727154,753579420
753579420,2123637318
2123637318,5991571428
5991571428,16923929406
16923929406,47857425416
47857425416,135478757308
135478757308,383929643780
383929643780,1089118243128
1089118243128,3092612497260
8,32
32,256
256,8192
8192,2097152
2097152,17179869184
17179869184,36028797018963968
36028797018963968,618970019642690137449562112
618970019642690137449562112,22300745198530623141535718272648361505980416
22300745198530623141535718272648361505980416,13803492693581127574869511724554050904902217944340773110325048447598592
16,64
64,256
256,1024
1024,4096
4096,16384
16384,65536
65536,262144
262144,1048576
1048576,4194304
4194304,16777216
16777216,67108864
67108864,268435456
268435456,1073741824
1073741824,4294967296
4294967296,17179869184
17179869184,68719476736
68719476736,274877906944
274877906944,1099511627776
1099511627776,4398046511104
4398046511104,17592186044416
17592186044416,70368744177664
70368744177664,281474976710656
16,69
69,348
348,2016
2016,13357
13357,99376
99376,822040
822040,7477161
7477161,74207208
74207208,797771520
797771520,9236662345
9236662345,114579019468
114579019468,1516103040832
1516103040832,21314681315997
21314681315997,317288088082404
317288088082404,4985505271920096
4985505271920096,82459612672301845
82459612672301845,1432064398910663704
1432064398910663704,26054771465540507272
18,108
108,1944
1944,209952
209952,408146688
408146688,85691213438976
85691213438976,34974584955819144511488
34974584955819144511488,2997014624388697307377363936018956288
2997014624388697307377363936018956288,104819342594514896999066634490728502944926883876041385836544
18,89
89,466
466,2537
2537,14209
14209,81316
81316,473338
473338,2793454
2793454,16674417
16674417,100487896
100487896,610549829
610549829,3735850007
3735850007,23000055178
23000055178,142370597601
142370597601,885521350882
885521350882,5531501612071
5531501612071,34686798239678
34686798239678,218273864005214
218273864005214,1377897874711437
4,19
19,66
66,219
219,645
645,1813
1813,4802
4802,12265
12265,30198
30198,72396
72396,169231
169231,387707
387707,871989
871989,1930868
1930868,4215615
4215615,9091410
9091410,19389327
19389327,40944999
40944999,85691893
85691893,177898521
177898521,366614456
366614456,750494796
750494796,1526979694
1526979694,3089556090
3089556090,6219191608
6219191608,12460307373
12460307373,24856533408
24856533408,49387348955
49387348955,97765283686
97765283686,192870793594
192870793594,379287172272
4,22
22,154
154,1304
1304,12915
12915,146115
146115,1855570
1855570,26097835
26097835,402215465
402215465,6734414075
6734414075,121629173423
121629173423,2355470737637
2355470737637,48664218965021
48664218965021,1067895971109199
1067895971109199,24795678053493443
24795678053493443,607144847919796830
607144847919796830,15630954703539323090
15630954703539323090,421990078975569031642
421990078975569031642,11918095123121138408128
6,36
36,648
648,139968
139968,3265173504
3265173504,296148833645101056
296148833645101056,135345882205792807436868315512832
135345882205792807436868315512832,130876399105969522361889021452224949874232743897657526714368
4,24
24,176
176,1456
1456,13056
13056,124032
124032,1230592
1230592,12629760
12629760,133186560
133186560,1436098560
1436098560,15774990336
15774990336,176028860416
176028860416,1990947110912
1990947110912,22783499599872
22783499599872,263411369705472
263411369705472,3073132646563840
3073132646563840,36143187370967040
36143187370967040,428157758086840320
428157758086840320,5105072641718353920
5105072641718353920,61228492804372561920
4,26
26,234
234,2696
2696,37919
37919,630521
630521,12111114
12111114,264051201
264051201,6445170229
6445170229,174183891471
174183891471,5164718385337
5164718385337,166737090160871
166737090160871,5822980248613990
5822980248613990,218756388226681557
218756388226681557,8797723991458469015
8797723991458469015,377159237609540937788
377159237609540937788,17170729962232112834302
17170729962232112834302,827382365085791968518198
827382365085791968518198,42070004707327023844695198
26,236
236,2752
2752,39208
39208,660032
660032,12818912
12818912,282137824
282137824,6939897856
6939897856,188666182784
188666182784,5617349020544
5617349020544,181790703209728
181790703209728,6353726042486272
6353726042486272,238513970965257728
238513970965257728,9571020586419012608
9571020586419012608,408837905660444010496
408837905660444010496,18522305410364986906624
4,27
27,256
256,3125
3125,46656
46656,823543
823543,16777216
16777216,387420489
387420489,10000000000
10000000000,285311670611
285311670611,8916100448256
8916100448256,302875106592253
302875106592253,11112006825558016
11112006825558016,437893890380859375
437893890380859375,18446744073709551616
18446744073709551616,827240261886336764177
827240261886336764177,39346408075296537575424
39346408075296537575424,1978419655660313589123979
4,30
30,220
220,1855
1855,17304
17304,177996
177996,2002440
2002440,24474285
24474285,323060540
323060540,4581585866
4581585866,69487385604
69487385604,1122488536715
1122488536715,19242660629360
19242660629360,348933579412440
348933579412440,6673354706262864
6673354706262864,134252194678935321
134252194678935321,2834212998777523380
2834212998777523380,62651024183503148470
62651024183503148470,1447238658638922729580
4,31
31,362
362,5676
5676,111982
111982,2666392
2666392,74433564
74433564,2384579440
2384579440,86248530296
86248530296,3476794472064
3476794472064,154579941792256
154579941792256,7514932528712896
7514932528712896,396595845237540600
396595845237540600,22581060079942183936
22581060079942183936,1379771773100463174608
1379771773100463174608,90059660791562688208128
90059660791562688208128,6253914166368448348512064
4,56
56,9408
9408,16942080
16942080,535281401856
535281401856,377597570964258816
377597570964258816,7580721483160132811489280
7580721483160132811489280,5363937773277371298119673540771840
4,80
80,4752
4752,440192
440192,59245120
59245120,10930514688
10930514688,2649865335040
2649865335040,817154768973824
817154768973824,312426715251262464
312426715251262464,145060238642780180480
145060238642780180480,80403174342119992692736
80403174342119992692736,52443098500204184915312640
52443098500204184915312640,39764049487996490505336537088
7,37
37,1159
1159,1301767
1301767,1693089917617
1693089917617,2866551265129451657751739
2866551265129451657751739,8217116155610406522540626640615749228405055996847
4,128
128,16384
16384,4456448
4456448,2080374784
2080374784,1483911200768
1483911200768,1501108249821184
1501108249821184,2044143848640217088
2044143848640217088,3605459138582973251584
3605459138582973251584,7995891855149741436305408
7995891855149741436305408,21776918737280678860353961984
21776918737280678860353961984,71454103701490016776039304265728
71454103701490016776039304265728,278008871543597996197497752082448384
1,74
74,-1
-1,-2
1,30
30,-2
-2,-2
-2,29
29,1
4,-6
-1,-1
-2,-9
-9,0
-2,-35
-35,-1
5,-2
1,-4
-4,-1
-3,1
-2,-21
-21,-7
4,272
272,55744
55744,23750912
23750912,17328937984
17328937984,19313964388352
19313964388352,30527905292468224
30527905292468224,64955605537174126592
64955605537174126592,179013508069217017790464
179013508069217017790464,620314831396713435870789632
620314831396713435870789632,2639743384489464189324523208704
2639743384489464189324523208704,13533573366345611477262311433961472
13533573366345611477262311433961472,82274260343572247169162187576069586944
-1,5
1,-41
-41,31
31,461
461,-895
-895,-6481
-6481,22591
22591,107029
107029,-604031
-604031,-1964665
-1964665,17669471
17669471,37341149
37341149,-567425279
-567425279,-627491489
-627491489,19919950975
19919950975,2669742629
2669742629,-759627879679
-759627879679,652838174519
652838174519,31251532771999
31251532771999,-59976412450835
-59976412450835,-1377594095061119
-1377594095061119,4256461892701199
4256461892701199,64623242860354751
129,253
253,497
497,977
977,1921
1921,3777
3777,7425
7425,14597
14597,28697
28697,56417
56417,110913
110913,218049
218049,428673
428673,842749
842749,1656801
1656801,3257185
3257185,6403457
6403457,12588865
12588865,24749057
24749057,48655365
48655365,95653929
95653929,188050673
188050673,369697889
369697889,726806913
726806913,1428864769
21,37
37,69
69,69
69,89
89,137
137,177
177,421
421,481
481,657
657,749
749,885
885,1085
1085,1305
1305,1353
1353,1489
1489,1861
1861,2617
2617,2693
2693,3125
3125,5249
5249,5761
5761,7129
7129,8109
8109,9465
9465,9465
9465,10717
10717,12401
12401,12401
12401,16237
16237,16237
16237,24833
24833,30725
30725,35237
35237,46701
46701,47441
47441,47441
47441,61493
61493,67797
67797,67805
67805,67805
49,2209
2209,4870849
4870849,23725150497409
23725150497409,562882766124611619513723649
562882766124611619513723649,316837008400094222150776738483768236006420971486980609
27,58
58,121
121,248
248,503
503,1014
1014,2037
2037,4084
4084,8179
8179,16370
16370,32753
32753,65520
65520,131055
131055,262126
262126,524269
524269,1048556
1048556,2097131
2097131,4194282
4194282,8388585
8388585,16777192
16777192,33554407
33554407,67108838
67108838,134217701
134217701,268435428
268435428,536870883
536870883,1073741794
1073741794,2147483617
22,35
35,51
51,70
70,92
92,117
117,145
145,176
176,210
210,247
247,287
287,330
330,376
376,425
425,477
477,532
532,590
590,651
651,715
715,782
782,852
852,925
925,1001
1001,1080
1080,1162
1162,1247
1247,1335
1335,1426
1426,1520
1520,1617
1617,1717
1717,1820
1820,1926
1926,2035
2035,2147
2147,2262
2262,2380
2380,2501
2501,2625
2625,2752
2752,2882
2882,3015
3015,3151
12,23
23,39
62,91
91,127
127,171
171,228
228,294
294,370
370,461
461,561
561,677
677,811
811,955
955,1121
1121,1303
1303,1499
1499,1719
1719,1960
1960,2218
2218,2499
2499,2806
2806,3131
3131,3485
3485,3868
3868,4274
4274,4706
4706,5166
5166,5658
5658,6175
6175,6725
6725,7309
7309,7923
7923,8572
8572,9256
9256,9972
9972,10728
10728,11521
11521,12349
12349,13218
13218,14126
14126,15072
13,29
29,49
49,81
81,113
113,149
149,197
197,253
253,317
317,377
377,441
441,529
529,613
613,709
709,797
797,901
901,1009
1009,1129
1129,1257
1257,1373
1373,1517
1517,1653
1653,1793
1793,1961
1961,2121
2121,2289
2289,2453
2453,2629
2629,2821
2821,3001
3001,3209
3209,3409
3409,3625
3625,3853
3853,4053
4053,4293
4293,4513
4513,4777
4777,5025
5025,5261
5261,5525
5525,5789
5789,6077
6077,6361
6361,6625
2,75
75,-1
-2,1
2,31
31,-1
5,-6
-6,1
-1,-9
-9,1
-35,0
0,-1
5,-1
-2,4
2,-4
-4,0
14,30
30,55
55,91
91,140
140,204
204,285
285,385
385,506
506,650
650,819
819,1015
1015,1240
1240,1496
1496,1785
1785,2109
2109,2470
2470,2870
2870,3311
3311,3795
3795,4324
4324,4900
4900,5525
5525,6201
6201,6930
6930,7714
7714,8555
8555,9455
9455,10416
10416,11440
11440,12529
12529,13685
13685,14910
14910,16206
16206,17575
17575,19019
19019,20540
20540,22140
22140,23821
23821,25585
25585,27434
27434,29370
14,1026
1026,4324
4324,311387
311387,6425694
6425694,579783114
579783114,4028104212
4028104212,7315072725560
7315072725560,61358264615344
61358264615344,9569450876916944
9569450876916944,1632353370882506848
1632353370882506848,1365475358484643531856
1365475358484643531856,15211641461623992544160
15211641461623992544160,74766806258361827981250240
74766806258361827981250240,936580261005146914634459520
936580261005146914634459520,6083678228249789825160175706880
6083678228249789825160175706880,1936651082361926268672618636234240
1936651082361926268672618636234240,688115696843061332335070140230720000
688115696843061332335070140230720000,10517068622936239459488783307672335360
10517068622936239459488783307672335360,2913914903970372007778735454555848514846720
15,35
35,70
70,126
126,210
210,330
330,495
495,715
715,1001
1001,1365
1365,1820
1820,2380
2380,3060
3060,3876
3876,4845
4845,5985
5985,7315
7315,8855
8855,10626
10626,12650
12650,14950
14950,17550
17550,20475
20475,23751
23751,27405
27405,31465
31465,35960
35960,40920
40920,46376
46376,52360
52360,58905
58905,66045
66045,73815
73815,82251
82251,91390
91390,101270
101270,111930
111930,123410
15,40
40,98
98,237
237,534
534,1185
1185,2554
2554,5391
5391,11117
11117,22556
22556,44858
44858,88000
88000,170107
170107,324547
324547,611755
611755,1140382
1140382,2103554
2103554,3842826
3842826,6955918
6955918,12483075
12483075,22220002
22220002,39248230
39248230,68819781
68819781,119839422
119839422,207304370
207304370,356356801
356356801,608901907
608901907,1034452712
1034452712,1747764522
1747764522,2937370605
2937370605,4911675955
4911675955,8173032301
15,45
45,120
120,326
326,835
835,2145
2145,5345
5345,13220
13220,32068
32068,76965
76965,181975
181975,425490
425490,982615
982615,2245444
2245444,5077090
5077090,11371250
11371250,25235790
25235790,55536870
55536870,121250185
121250185,262769080
262769080,565502405
565502405,1209096875
1209096875,2569270050
2569270050,5427963902
5427963902,11404408525
11404408525,23836421895
23836421895,49573316740
49573316740,102610460240
120,331
331,855
855,2214
2214,5545
5545,13741
13741,33362
33362,80091
80091,189339
189339,442799
442799,1023192
1023192,2340904
2340904,5302061
5302061,11902618
11902618,26488454
26488454,58479965
58479965,128120214
128120214,278680698
278680698,602009786
602009786,1292027222
1292027222,2755684669
2755684669,5842618668
5842618668,12317175320
12317175320,25825429276
25825429276,53865355154
53865355154,111786084504
111786084504,230867856903
230867856903,474585792077
474585792077,971209629993
24,576
576,165888
165888,9172942848
9172942848,21035720123168587776
21035720123168587776,18437563379178327736384102280592359424
18437563379178327736384102280592359424,590180110002114158896983994712576414865667267958188575935810179040280576
17,49
49,129
129,321
321,769
769,1793
1793,4097
4097,9217
9217,20481
20481,45057
45057,98305
98305,212993
212993,458753
458753,983041
983041,2097153
2097153,4456449
4456449,9437185
9437185,19922945
19922945,41943041
41943041,88080385
88080385,184549377
184549377,385875969
385875969,805306369
805306369,1677721601
1677721601,3489660929
3489660929,7247757313
7247757313,15032385537
15032385537,31138512897
31138512897,64424509441
5,18
18,42
42,75
75,117
117,168
168,228
228,297
297,375
375,462
462,558
558,663
663,777
777,900
900,1032
1032,1173
1173,1323
1323,1482
1482,1650
1650,1827
1827,2013
2013,2208
2208,2412
2412,2625
2625,2847
2847,3078
3078,3318
3318,3567
3567,3825
3825,4092
4092,4368
4368,4653
4653,4947
4947,5250
5250,5562
5562,5883
5883,6213
6213,6552
6552,6900
6900,7257
7257,7623
7623,7998
7998,8382
8382,8775
8775,9177
9177,9588
9588,10008
10008,10437
10437,10875
10875,11322
11322,11778
18,45
45,100
100,185
185,323
323,522
522,804
804,1180
1180,1687
1687,2322
2322,3139
3139,4146
4146,5377
5377,6859
6859,8645
8645,10733
10733,13203
13203,16058
16058,19356
19356,23132
23132,27460
27460,32330
32330,37846
37846,44031
44031,50954
50954,58637
58637,67203
67203,76613
76613,87021
87021,98443
98443,110951
110951,124616
124616,139526
139526,155681
155681,173246
173246,192243
58,179
179,543
543,1636
1636,4916
4916,14757
14757,44281
44281,132854
132854,398574
398574,1195735
1195735,3587219
3587219,10761672
